iter	Logloss	Accuracy
75	0.4537302492	0.816647919
76	0.4530012984	0.8155230596
77	0.452637264	0.816647919
78	0.4520869359	0.816647919
79	0.4501911722	0.816647919
80	0.44979526	0.816647919
81	0.4495692724	0.816647919
82	0.4492017081	0.816647919
83	0.4489174784	0.816647919
84	0.4486290833	0.8143982002
85	0.4478184599	0.8155230596
86	0.4476070127	0.8143982002
87	0.447093464	0.8155230596
88	0.4461584547	0.8177727784
89	0.4453586594	0.8188976378
90	0.4453136327	0.8188976378
91	0.4450010624	0.8177727784
92	0.4446234777	0.816647919
93	0.4438671218	0.8177727784
94	0.4438280724	0.8188976378
95	0.4429521167	0.8188976378
96	0.4420739607	0.8200224972
97	0.4418000098	0.8200224972
98	0.44111901	0.8200224972
99	0.4408940413	0.8200224972
100	0.4403391552	0.8200224972
101	0.4400827229	0.8188976378
102	0.4395479733	0.8188976378
103	0.4389637302	0.8188976378
104	0.4388404493	0.8188976378
105	0.4387266356	0.8188976378
106	0.4378344173	0.8200224972
107	0.4374705088	0.8200224972
108	0.436923046	0.8200224972
109	0.4367157224	0.8200224972
110	0.4360349152	0.8200224972
111	0.435611142	0.8188976378
112	0.435314703	0.8188976378
113	0.4349244388	0.8188976378
114	0.4348046277	0.8188976378
115	0.4346322792	0.8188976378
116	0.4344765913	0.8188976378
117	0.4342468078	0.8188976378
118	0.4341381152	0.8188976378
119	0.4335663404	0.8188976378
120	0.433268341	0.8188976378
121	0.4330421611	0.8188976378
122	0.4328947234	0.8188976378
123	0.4324720056	0.8177727784
124	0.4321172249	0.8177727784
125	0.4320209586	0.8177727784
126	0.432007374	0.8177727784
127	0.4316917491	0.8177727784
128	0.4315930251	0.8177727784
129	0.4315558711	0.8188976378
130	0.4310793727	0.8177727784
131	0.4307014758	0.8177727784
132	0.4306435809	0.8177727784
133	0.4305792924	0.8177727784
134	0.4304553869	0.8188976378
135	0.430181489	0.8188976378
136	0.4300715018	0.8188976378
137	0.4299947588	0.8188976378
138	0.4299019306	0.8188976378
139	0.4296263374	0.8188976378
140	0.4294583272	0.8188976378
141	0.4293504045	0.8188976378
142	0.4292760614	0.8188976378
143	0.4292687078	0.8200224972
144	0.4287617726	0.8200224972
145	0.4285614317	0.8200224972
146	0.4280293674	0.8188976378
147	0.4279101764	0.8200224972
148	0.427817222	0.8200224972
149	0.4277775284	0.8200224972
150	0.4270904193	0.8200224972
151	0.4268019865	0.8200224972
152	0.4266495428	0.8200224972
153	0.4266219773	0.8200224972
154	0.4261679965	0.8200224972
155	0.4260942244	0.8200224972
156	0.4260163652	0.8200224972
157	0.4257404148	0.8200224972
158	0.4255039295	0.8200224972
159	0.4251929911	0.8200224972
160	0.4251891518	0.8200224972
161	0.4247125017	0.8200224972
162	0.4246572216	0.8200224972
163	0.4246217845	0.8200224972
164	0.4245915348	0.8200224972
165	0.4245360691	0.8200224972
166	0.4245329313	0.8200224972
167	0.4244342498	0.8200224972
168	0.4242305814	0.8200224972
169	0.424062421	0.8188976378
170	0.4239509388	0.8188976378
171	0.4239308098	0.8188976378
172	0.4237197745	0.8200224972
173	0.4232264091	0.8200224972
174	0.4231832963	0.8200224972
175	0.4231040043	0.8200224972
176	0.4230814834	0.8200224972
177	0.4227993822	0.8200224972
178	0.4227149407	0.8200224972
179	0.4226752619	0.8200224972
180	0.4224401871	0.8200224972
181	0.4220450449	0.8200224972
182	0.4215124996	0.8200224972
183	0.4211102057	0.8200224972
184	0.4204841966	0.8200224972
185	0.4202844902	0.8200224972
186	0.4199832475	0.8188976378
187	0.4199294283	0.8188976378
188	0.4199279243	0.8188976378
189	0.4197524816	0.8188976378
190	0.419515796	0.8188976378
191	0.4194306951	0.8188976378
192	0.4193956953	0.8188976378
193	0.4192573704	0.8188976378
194	0.4191156098	0.8188976378
195	0.4190546732	0.8188976378
196	0.4186859388	0.8188976378
197	0.4186015752	0.8188976378
198	0.4183419455	0.8188976378
199	0.4181556487	0.8188976378
200	0.4181100446	0.8188976378
201	0.4181079279	0.8188976378
202	0.4180378544	0.8188976378
203	0.4178453518	0.8188976378
204	0.4177414622	0.8188976378
205	0.4176597036	0.8188976378
206	0.4173336671	0.8188976378
207	0.4171811094	0.8188976378
208	0.4171804074	0.8188976378
209	0.4170399913	0.8188976378
210	0.4168322914	0.8188976378
211	0.4165983747	0.8188976378
212	0.4165404657	0.8188976378
213	0.4160686688	0.8188976378
214	0.4159835012	0.8200224972
215	0.415842093	0.8188976378
216	0.415833576	0.8188976378
217	0.4157160988	0.8200224972
218	0.4156664511	0.8200224972
219	0.4155010349	0.8200224972
220	0.4153565338	0.8200224972
221	0.4152863841	0.8200224972
222	0.4152684415	0.8200224972
223	0.4152398731	0.8200224972
224	0.4152329721	0.8200224972
225	0.4151964467	0.8200224972
226	0.4151525219	0.8200224972
227	0.4151169165	0.8200224972
228	0.4150258724	0.8200224972
229	0.4149844218	0.8200224972
230	0.414869146	0.8200224972
231	0.4148676777	0.8200224972
232	0.4148264316	0.8200224972
233	0.414772681	0.8200224972
234	0.4143832312	0.8200224972
235	0.4142408754	0.8200224972
236	0.4141834689	0.8200224972
237	0.414163023	0.8200224972
238	0.41378354	0.8200224972
239	0.4137387848	0.8200224972
240	0.41370381	0.8200224972
241	0.413512944	0.8200224972
242	0.4135124882	0.8200224972
243	0.4134814409	0.8200224972
244	0.4134170668	0.8200224972
245	0.413282465	0.8200224972
246	0.4132799525	0.8200224972
247	0.4130250866	0.8200224972
248	0.4127300412	0.8200224972
249	0.4126668951	0.8200224972
250	0.412556582	0.8200224972
251	0.4125033898	0.8200224972
252	0.4124298945	0.8200224972
253	0.412229419	0.8200224972
254	0.4121162053	0.8200224972
255	0.4118237629	0.8200224972
256	0.4117935596	0.8200224972
257	0.4116581026	0.8200224972
258	0.411399193	0.8200224972
259	0.4113426101	0.8200224972
260	0.4113210605	0.8200224972
261	0.4112729007	0.8200224972
262	0.4112438868	0.8200224972
263	0.4110392842	0.8200224972
264	0.4109918113	0.8200224972
265	0.4109914568	0.8200224972
266	0.4109619405	0.8200224972
267	0.4107933899	0.8200224972
268	0.4107459917	0.8200224972
269	0.41071034	0.8200224972
270	0.4105747746	0.8200224972
271	0.4105479756	0.8200224972
272	0.4105437565	0.8200224972
273	0.4103619752	0.8200224972
274	0.4103335463	0.8200224972
275	0.4102456777	0.8200224972
276	0.4102456293	0.8200224972
277	0.4099987401	0.8200224972
278	0.4099530123	0.8200224972
279	0.4098636795	0.8200224972
280	0.4095631619	0.8200224972
281	0.4095307231	0.8200224972
282	0.4095000566	0.8200224972
283	0.4094965898	0.8200224972
284	0.4094578982	0.8200224972
285	0.4093369569	0.8200224972
286	0.4089334048	0.8200224972
287	0.4089220432	0.8200224972
288	0.4088882316	0.8200224972
289	0.4088716026	0.8200224972
290	0.4088059752	0.8200224972
291	0.4087221794	0.8200224972
292	0.4086791305	0.8200224972
293	0.4086096078	0.8200224972
294	0.4085955566	0.8200224972
295	0.4084228599	0.8188976378
296	0.4084037358	0.8188976378
297	0.4084037124	0.8188976378
298	0.4083669279	0.8188976378
299	0.4083269021	0.8188976378
300	0.4080228674	0.8188976378
301	0.4079729512	0.8188976378
302	0.4079536304	0.8188976378
303	0.407785605	0.8188976378
304	0.4077493138	0.8188976378
305	0.4077162475	0.8188976378
306	0.4076272067	0.8188976378
307	0.4074342897	0.8188976378
308	0.4074218517	0.8188976378
309	0.4074168627	0.8188976378
310	0.407197319	0.8188976378
311	0.4071973095	0.8188976378
312	0.4071618668	0.8188976378
313	0.407131474	0.8200224972
314	0.4071314657	0.8200224972
315	0.4069963818	0.8200224972
316	0.406761259	0.8200224972
317	0.4066098741	0.8200224972
318	0.4066038118	0.8200224972
319	0.4065639692	0.8200224972
320	0.4065635329	0.8200224972
321	0.4065460563	0.8200224972
322	0.4063651421	0.8200224972
323	0.4061376195	0.8200224972
324	0.4060555872	0.8200224972
325	0.4060335447	0.8200224972
326	0.4058043161	0.8200224972
327	0.4057733903	0.8200224972
328	0.4057603625	0.8200224972
329	0.4057580942	0.8200224972
330	0.405717558	0.8200224972
331	0.4057078815	0.8200224972
332	0.4057043705	0.8200224972
333	0.4056530463	0.8200224972
334	0.4056370474	0.8200224972
335	0.4056229163	0.8200224972
336	0.4055758938	0.8200224972
337	0.4055749993	0.8200224972
338	0.4055464	0.8200224972
339	0.4055312394	0.8200224972
340	0.4055303776	0.8200224972
341	0.4054938026	0.8200224972
342	0.4051496389	0.8200224972
343	0.4050812632	0.8200224972
344	0.4050081805	0.8200224972
345	0.4049381957	0.8200224972
346	0.4049188017	0.8200224972
347	0.404407042	0.8200224972
348	0.4043777934	0.8200224972
349	0.4043598139	0.8200224972
350	0.4043333198	0.8200224972
351	0.4041624909	0.8200224972
352	0.4041566357	0.8200224972
353	0.4041436916	0.8200224972
354	0.4041247783	0.8200224972
355	0.4041229764	0.8200224972
356	0.4041181096	0.8200224972
357	0.403852506	0.8211473566
358	0.4038210822	0.8211473566
359	0.4037896174	0.8211473566
360	0.4037744801	0.8211473566
361	0.4032612016	0.8211473566
362	0.4032374753	0.8211473566
363	0.4031927803	0.8211473566
364	0.4030009137	0.8211473566
365	0.4029529233	0.8211473566
366	0.4027743536	0.8211473566
367	0.4025574223	0.8211473566
368	0.402280763	0.8211473566
369	0.4022527291	0.8211473566
370	0.4022500396	0.8211473566
371	0.4022445638	0.8211473566
372	0.4021752946	0.8211473566
373	0.4021483856	0.8211473566
374	0.4021465569	0.8211473566
375	0.4021133753	0.8211473566
376	0.402099523	0.8211473566
377	0.4020940308	0.8211473566
378	0.4020758709	0.8211473566
379	0.4020649598	0.8211473566
380	0.4020405778	0.8211473566
381	0.4020405696	0.8211473566
382	0.4020405196	0.8211473566
383	0.4019032038	0.8211473566
384	0.4017991941	0.8211473566
385	0.4017658045	0.8211473566
386	0.4015934356	0.8211473566
387	0.401508621	0.8211473566
388	0.4014260608	0.8211473566
389	0.4013516759	0.8211473566
390	0.4012817907	0.8211473566
391	0.4012026192	0.8211473566
392	0.4011768303	0.8211473566
393	0.4011762447	0.8211473566
394	0.4009292341	0.8211473566
395	0.4009035116	0.8211473566
396	0.4008875326	0.8211473566
397	0.4008272454	0.8211473566
398	0.400732507	0.8211473566
399	0.4006672981	0.8211473566
400	0.4006441232	0.8211473566
401	0.4005581702	0.8211473566
402	0.4005450038	0.8211473566
403	0.4003715118	0.8211473566
404	0.4001286791	0.8211473566
405	0.4000602106	0.822272216
406	0.3998976707	0.8211473566
407	0.399775099	0.822272216
408	0.3997533193	0.822272216
409	0.3997340584	0.822272216
410	0.399670729	0.822272216
411	0.3996112071	0.822272216
412	0.3990023579	0.822272216
413	0.3989761727	0.822272216
414	0.3987253323	0.8233970754
415	0.3987031772	0.8233970754
416	0.398675167	0.822272216
417	0.3986110634	0.8233970754
418	0.3984148816	0.8233970754
419	0.3982097175	0.8233970754
420	0.3982085811	0.8245219348
421	0.3982078776	0.8245219348
422	0.3982028995	0.8245219348
423	0.3981931337	0.8245219348
424	0.3980783519	0.8245219348
425	0.398041411	0.8245219348
426	0.3980394617	0.8245219348
427	0.3980044399	0.8245219348
428	0.3977035896	0.8245219348
429	0.3976263341	0.8245219348
430	0.3976148472	0.8245219348
431	0.3975398121	0.8245219348
432	0.3973198856	0.8256467942
433	0.3972990661	0.8256467942
434	0.3971686228	0.8256467942
435	0.3971631296	0.8256467942
436	0.3970940952	0.8256467942
437	0.3967611759	0.8278965129
438	0.3966522396	0.8278965129
439	0.3966520632	0.8278965129
440	0.3966274108	0.8278965129
441	0.3965328361	0.8278965129
442	0.3963977975	0.8278965129
443	0.3963976405	0.8278965129
444	0.3963914061	0.8278965129
445	0.3959262815	0.8278965129
446	0.3959256665	0.8278965129
447	0.3958765152	0.8278965129
448	0.3958391246	0.8278965129
449	0.3957283247	0.8278965129
450	0.3956530168	0.8278965129
451	0.3955967637	0.8278965129
452	0.3955462852	0.8278965129
453	0.3953968471	0.8278965129
454	0.3953951771	0.8278965129
455	0.394916709	0.8278965129
456	0.3948809089	0.8278965129
457	0.3948536082	0.8278965129
458	0.3948468232	0.8278965129
459	0.3948169283	0.8278965129
460	0.3948049428	0.8278965129
461	0.394782213	0.8278965129
462	0.3945864024	0.8278965129
463	0.394437578	0.8278965129
464	0.3943898394	0.8278965129
465	0.3942488259	0.8278965129
466	0.3940887905	0.8278965129
467	0.3940695738	0.8278965129
468	0.393889081	0.8278965129
469	0.3938787151	0.8278965129
470	0.3938057112	0.8278965129
471	0.3937888102	0.8278965129
472	0.3934909367	0.8278965129
473	0.3930106264	0.8290213723
474	0.3930073738	0.8290213723
475	0.3930068678	0.8290213723
476	0.3928496945	0.8290213723
477	0.3927606688	0.8290213723
478	0.3927536102	0.8290213723
479	0.3926041686	0.8290213723
480	0.3925973916	0.8290213723
481	0.3924309948	0.8290213723
482	0.3923571847	0.8290213723
483	0.3922050033	0.8301462317
484	0.3921087234	0.8301462317
485	0.3920336896	0.8301462317
486	0.3920008973	0.8301462317
487	0.3918130222	0.8301462317
488	0.3917944779	0.8301462317
489	0.391785137	0.8301462317
490	0.3913030332	0.8301462317
491	0.3911302954	0.8301462317
492	0.390887813	0.8301462317
493	0.3908877127	0.8301462317
494	0.3908703484	0.8301462317
495	0.390499042	0.8301462317
496	0.3903525176	0.8301462317
497	0.3903456983	0.8301462317
498	0.3902728891	0.8301462317
499	0.3900873366	0.8301462317
500	0.3898533871	0.8301462317
501	0.3898394368	0.8301462317
502	0.3898281636	0.8301462317
503	0.3898027242	0.8301462317
504	0.3894707442	0.8312710911
505	0.3894369374	0.8312710911
506	0.3893983975	0.8312710911
507	0.3893658969	0.8312710911
508	0.3893312541	0.8312710911
509	0.3892840405	0.8323959505
510	0.3892616726	0.8323959505
511	0.3891368734	0.8323959505
512	0.3888786574	0.8323959505
513	0.3887320791	0.8323959505
514	0.3885402025	0.8323959505
515	0.3884968695	0.8323959505
516	0.3884664196	0.8323959505
517	0.3884471167	0.8323959505
518	0.3883899599	0.8323959505
519	0.3882903257	0.8323959505
520	0.3882869682	0.8323959505
521	0.38819421	0.8323959505
522	0.3881888448	0.8323959505
523	0.3881479683	0.8323959505
524	0.3881248331	0.8323959505
525	0.388068047	0.8323959505
526	0.3880511326	0.8323959505
527	0.3879675086	0.8323959505
528	0.3878136521	0.8335208099
529	0.3877304744	0.8335208099
530	0.3877181224	0.8335208099
531	0.3876743809	0.8335208099
532	0.38764718	0.8335208099
533	0.3876465458	0.8335208099
534	0.3875766887	0.8335208099
535	0.3875254167	0.8335208099
536	0.3870363354	0.8335208099
537	0.3870205475	0.8335208099
538	0.3869809955	0.8335208099
539	0.3869589098	0.8335208099
540	0.3866774806	0.8335208099
541	0.3865129034	0.8335208099
542	0.3864919697	0.8335208099
543	0.3864055748	0.8335208099
544	0.3863351355	0.8335208099
545	0.3862694577	0.8335208099
546	0.3862218212	0.8335208099
547	0.3860233129	0.8335208099
548	0.3859408511	0.8335208099
549	0.3858829921	0.8346456693
550	0.3857468273	0.8346456693
551	0.3857156867	0.8346456693
552	0.3856470863	0.8346456693
553	0.3855740715	0.8335208099
554	0.3855381701	0.8335208099
555	0.385194798	0.8346456693
556	0.3847375544	0.8346456693
557	0.3846674112	0.8346456693
558	0.384434773	0.8346456693
559	0.3843271598	0.8346456693
560	0.3842842958	0.8346456693
561	0.3842681498	0.8346456693
562	0.3842320226	0.8346456693
563	0.3841790619	0.8346456693
564	0.3841490146	0.8346456693
565	0.3841340922	0.8346456693
566	0.3840926644	0.8346456693
567	0.3838138932	0.8346456693
568	0.383687183	0.8346456693
569	0.3835995425	0.8346456693
570	0.3835735123	0.8346456693
571	0.3835511064	0.8346456693
572	0.3835102816	0.8346456693
573	0.3833541201	0.8346456693
574	0.3832885211	0.8346456693
575	0.3832438487	0.8346456693
576	0.3831647812	0.8346456693
577	0.3830879868	0.8346456693
578	0.3829881474	0.8357705287
579	0.382954127	0.8357705287
580	0.3826769425	0.8357705287
581	0.3825800916	0.8346456693
582	0.3825309542	0.8346456693
583	0.3825281901	0.8357705287
584	0.3825237675	0.8357705287
585	0.3824193688	0.8346456693
586	0.382173214	0.8357705287
587	0.382155685	0.8357705287
588	0.3820845213	0.8368953881
589	0.3820526742	0.8357705287
590	0.3820526719	0.8357705287
591	0.3820442735	0.8357705287
592	0.3819432315	0.8346456693
593	0.3819137121	0.8346456693
594	0.3819005236	0.8357705287
595	0.3817223716	0.8357705287
596	0.3816985766	0.8357705287
597	0.3816455757	0.8357705287
598	0.3814959936	0.8368953881
599	0.3814663671	0.8368953881
600	0.381445054	0.8368953881
601	0.3813992133	0.8368953881
602	0.3810961299	0.8368953881
603	0.3810717746	0.8368953881
604	0.3810572215	0.8368953881
605	0.3807102321	0.8368953881
606	0.3806593543	0.8368953881
607	0.380647599	0.8368953881
608	0.3806397101	0.8368953881
609	0.3805601429	0.8368953881
610	0.380288867	0.8368953881
611	0.3800635406	0.8368953881
612	0.3800206389	0.8368953881
613	0.3797223924	0.8368953881
614	0.3797063974	0.8368953881
615	0.379408101	0.8368953881
616	0.3792591958	0.8368953881
617	0.3790723923	0.8380202475
618	0.3790311311	0.8380202475
619	0.378921537	0.8391451069
620	0.3787716296	0.8380202475
621	0.3787366233	0.8380202475
622	0.3786116314	0.8391451069
623	0.3784468436	0.8391451069
624	0.3784024139	0.8391451069
625	0.378402409	0.8391451069
626	0.3783219597	0.8402699663
627	0.3783213351	0.8402699663
628	0.3783213267	0.8402699663
629	0.3782759324	0.8402699663
630	0.3782361286	0.8402699663
631	0.3781364393	0.8402699663
632	0.3780690112	0.8402699663
633	0.3779510102	0.8402699663
634	0.3778058799	0.8391451069
635	0.3773731872	0.8402699663
636	0.3773319166	0.8402699663
637	0.3772783457	0.8402699663
638	0.3770516739	0.8402699663
639	0.3768311133	0.8402699663
640	0.3767806544	0.8402699663
641	0.3767334235	0.8402699663
642	0.3767157923	0.8402699663
643	0.3766425879	0.8402699663
644	0.3765011824	0.8402699663
645	0.3764020774	0.8402699663
646	0.3763530386	0.8402699663
647	0.3762873034	0.8402699663
648	0.3762657749	0.8402699663
649	0.3762509469	0.8402699663
650	0.376233558	0.8402699663
651	0.3761977972	0.8402699663
652	0.3760873089	0.8402699663
653	0.3759907748	0.8402699663
654	0.3759543633	0.8402699663
655	0.375822855	0.8402699663
656	0.3757527899	0.8402699663
657	0.3755922742	0.8402699663
658	0.3755424297	0.8402699663
659	0.3755256868	0.8402699663
660	0.3754408803	0.8402699663
661	0.3752407598	0.8402699663
662	0.3751923436	0.8402699663
663	0.3748563734	0.8402699663
664	0.3747328714	0.8413948256
665	0.3747000901	0.8413948256
666	0.3746379234	0.8413948256
667	0.374629312	0.8413948256
668	0.3746096042	0.8413948256
669	0.3744483671	0.8413948256
670	0.3744029996	0.8413948256
671	0.3743638339	0.8413948256
672	0.3743637387	0.8413948256
673	0.3743263761	0.8413948256
674	0.3743052149	0.8413948256
675	0.3742444498	0.8413948256
676	0.3738611275	0.8413948256
677	0.3737609608	0.8413948256
678	0.3736943589	0.8413948256
679	0.3736152264	0.8413948256
680	0.3735448843	0.8413948256
681	0.3735159179	0.8413948256
682	0.3733643715	0.842519685
683	0.3733542129	0.842519685
684	0.3733382848	0.842519685
685	0.3733152215	0.842519685
686	0.3733075934	0.8413948256
687	0.3732343118	0.8413948256
688	0.3732108119	0.8413948256
689	0.3730080248	0.842519685
690	0.3729214958	0.842519685
691	0.372866269	0.842519685
692	0.3728555698	0.842519685
693	0.3726097612	0.842519685
694	0.3723714005	0.842519685
695	0.3722982994	0.842519685
696	0.3721677365	0.842519685
697	0.3720161647	0.842519685
698	0.3720161525	0.842519685
699	0.3718182644	0.8413948256
700	0.371535294	0.8413948256
701	0.3713266461	0.842519685
702	0.3712610693	0.842519685
703	0.3712429594	0.842519685
704	0.3712367586	0.842519685
705	0.3711595534	0.842519685
706	0.3711304203	0.842519685
707	0.3710643466	0.842519685
708	0.3708876789	0.842519685
709	0.3708556051	0.842519685
710	0.3708416901	0.842519685
711	0.3708416866	0.842519685
712	0.3705811778	0.842519685
713	0.3705511486	0.842519685
714	0.3698999039	0.842519685
715	0.3698536365	0.842519685
716	0.3696983149	0.842519685
717	0.3696826309	0.842519685
718	0.3696732705	0.842519685
719	0.3693847107	0.842519685
720	0.3693595962	0.842519685
721	0.36935422	0.842519685
722	0.3692153668	0.842519685
723	0.3691712154	0.842519685
724	0.3691364668	0.842519685
725	0.3691042813	0.842519685
726	0.3690495749	0.842519685
727	0.3690361107	0.842519685
728	0.3689452324	0.842519685
729	0.3688939576	0.842519685
730	0.3688002287	0.842519685
731	0.3687715885	0.842519685
732	0.3686760541	0.842519685
733	0.3685273867	0.8436445444
734	0.3685095171	0.8436445444
735	0.368427535	0.8436445444
736	0.3683552241	0.8436445444
737	0.3683234535	0.8436445444
738	0.3682636885	0.8447694038
739	0.3681973532	0.8447694038
740	0.3681784507	0.8447694038
741	0.368064043	0.8447694038
742	0.3680249701	0.8447694038
743	0.3679282399	0.8447694038
744	0.3678923288	0.8447694038
745	0.367892325	0.8447694038
746	0.367805335	0.8447694038
747	0.3677305289	0.8447694038
748	0.3676798972	0.8447694038
749	0.3674036351	0.8447694038
750	0.3673995647	0.8447694038
751	0.3673895143	0.8447694038
752	0.3673800084	0.8447694038
753	0.3672996719	0.8447694038
754	0.3672481209	0.8447694038
755	0.3671992518	0.8447694038
756	0.3671785562	0.8447694038
757	0.3671382058	0.8447694038
758	0.367126924	0.8447694038
759	0.3670466323	0.8447694038
760	0.3669660914	0.8447694038
761	0.3669565244	0.8447694038
762	0.3668247462	0.8447694038
763	0.3666669071	0.8447694038
764	0.3664460481	0.8447694038
765	0.3663879407	0.8447694038
766	0.3661757906	0.8447694038
767	0.3661501324	0.8447694038
768	0.3659579746	0.8447694038
769	0.3659257402	0.8447694038
770	0.3658370359	0.8447694038
771	0.3658156036	0.8447694038
772	0.3657808789	0.8447694038
773	0.3657585431	0.8447694038
774	0.3656740523	0.8447694038
775	0.3656464458	0.8447694038
776	0.3656218652	0.8447694038
777	0.365595235	0.8447694038
778	0.3655680305	0.8447694038
779	0.3655418083	0.8447694038
780	0.3655065284	0.8447694038
781	0.3654578933	0.8447694038
782	0.3654351255	0.8447694038
783	0.3654093254	0.8447694038
784	0.365392919	0.8447694038
785	0.3653341497	0.8447694038
786	0.3652701604	0.8447694038
787	0.3652496957	0.8447694038
788	0.3652325691	0.8447694038
789	0.3652251412	0.8447694038
790	0.3652008637	0.8447694038
791	0.3651464933	0.8447694038
792	0.3650609056	0.8447694038
793	0.3650152666	0.8447694038
794	0.364994113	0.8447694038
795	0.3649694716	0.8447694038
796	0.3648157614	0.8447694038
797	0.3647867427	0.8447694038
798	0.364705783	0.8447694038
799	0.3646807709	0.8447694038
800	0.3646383224	0.8447694038
801	0.3645866052	0.8447694038
802	0.3645806059	0.8447694038
803	0.3645795547	0.8447694038
804	0.3645534273	0.8447694038
805	0.364542104	0.8447694038
806	0.3644864634	0.8447694038
807	0.3643965113	0.8447694038
808	0.3643653757	0.8447694038
809	0.3642733373	0.8447694038
810	0.3640894836	0.8447694038
811	0.3640472981	0.8447694038
812	0.3639985961	0.8447694038
813	0.363996131	0.8447694038
814	0.3639721876	0.8447694038
815	0.3638122527	0.8447694038
816	0.3637979335	0.8447694038
817	0.3637157131	0.8447694038
818	0.3636933266	0.8447694038
819	0.3636509602	0.8447694038
820	0.363534159	0.8458942632
821	0.3633798115	0.8458942632
822	0.3632236278	0.8458942632
823	0.3631554382	0.8458942632
824	0.3631493412	0.8458942632
825	0.3631194348	0.8458942632
826	0.3628663275	0.8458942632
827	0.3628061941	0.8458942632
828	0.3628002707	0.8458942632
829	0.3627888973	0.8458942632
830	0.3626691253	0.8458942632
831	0.3626593299	0.8458942632
832	0.3625459597	0.8458942632
833	0.362519323	0.8458942632
834	0.3622271045	0.8458942632
835	0.3621387222	0.8458942632
836	0.3620133993	0.8458942632
837	0.3618957096	0.8458942632
838	0.3618130797	0.8458942632
839	0.3616519005	0.8458942632
840	0.3616377333	0.8458942632
841	0.3612665785	0.8458942632
842	0.3612654308	0.8458942632
843	0.3612490379	0.8458942632
844	0.3612340808	0.8458942632
845	0.3611809522	0.8470191226
846	0.3609468275	0.8470191226
847	0.3609468253	0.8470191226
848	0.3608342587	0.8470191226
849	0.3607390089	0.8470191226
850	0.360599213	0.8470191226
851	0.3605582531	0.8470191226
852	0.3604833673	0.8470191226
853	0.3604000903	0.8470191226
854	0.3603832719	0.8470191226
855	0.3603693626	0.8470191226
856	0.3601007676	0.8470191226
857	0.3600751173	0.8470191226
858	0.3600607614	0.8470191226
859	0.3600260492	0.8470191226
860	0.3599737486	0.8470191226
861	0.3599527039	0.8470191226
862	0.3598828284	0.848143982
863	0.3598441979	0.848143982
864	0.3597056932	0.8470191226
865	0.3594925555	0.8492688414
866	0.3592612972	0.8492688414
867	0.3591440866	0.8503937008
868	0.3590951444	0.8503937008
869	0.3588751388	0.8503937008
870	0.3587566879	0.8503937008
871	0.35875328	0.8503937008
872	0.3586301741	0.8503937008
873	0.3585999543	0.8503937008
874	0.3585800295	0.8503937008
875	0.3585664323	0.8503937008
876	0.3585628769	0.8503937008
877	0.3585142215	0.8503937008
878	0.3584932448	0.8503937008
879	0.3584907609	0.8503937008
880	0.3584273495	0.8503937008
881	0.358370605	0.8503937008
882	0.3583488586	0.8503937008
883	0.3583299361	0.8503937008
